code,month_label,rental_percentage
2373,3,0.0005665473252327833
2373,4,0.0006503842093327404
2373,5,0.0005610948540350894
2373,6,0.0006312472351868144
2373,7,0.0006082078052425876
2373,8,0.0005477390381581443
2373,9,0.0006199543403269163
2373,10,0.0006156853016101608
2373,11,0.0004909548535925461
2373,12,0.0003298331102566002
2375,1,0.00017864232361621587
2375,2,0.0002798583768866871
2375,3,0.00032281518496375867
2375,4,0.0003193225313776052
2375,5,0.0002966564980369922
2375,6,0.0002766884206724357
2375,7,0.0002636476285804939
2375,8,0.0002784087928759628
2375,9,0.00030818124217873365
2375,10,0.0003222136836436468
2375,11,0.0002615567342283433
2375,12,0.00013860060734265702
2376,1,0.00015104757788915205
2376,2,0.0002144624442397645
2376,3,0.00016246750649870026
2376,4,0.00011072228108851691
2376,5,0.00016768221263971703
2376,6,0.00027254637844680046
2376,7,0.0002554654607969613
2376,8,0.00018762331693814886
2376,9,0.00019827044951359086
2376,10,0.0002110272716821067
2376,11,0.00022832616553539805
2376,12,0.00020918785890073832
2377,1,0.0006076856160383188
2377,2,0.0007389346903447024
2377,3,0.0008494533953783931
2377,4,0.0009611406227370373
2377,5,0.0010038164489351799
2377,6,0.0010835582462261854
2377,7,0.0009709505769791982
2377,8,0.0008654882039404932
2377,9,0.0010179319817418778
2377,10,0.0010430344360201618
2377,11,0.001033363490967717
2377,12,0.0005309095903548887
238,1,0.002540358253903419
238,2,0.0021122034890431215
238,3,0.0019745558532808347
238,4,0.0017585553136630402
238,5,0.001546269682607076
238,6,0.0018549370077775619
238,7,0.002034952171824777
238,8,0.0019061006728139786
238,9,0.0014835024607752043
238,10,0.001390663848884967
238,11,0.0017942393505791456
238,12,0.002065432463571318
2380,1,0.0006587352702388021
2380,2,0.0005282548626537357
2380,3,0.0004839941102688553
2380,4,0.00037670543162695804
2380,5,0.0004691193277562125
2380,6,0.0005972824889366053
2380,7,0.0006763925367720258
2380,8,0.0006082626887833535
2380,9,0.0005121986612434431
2380,10,0.0005627393911522845
2380,11,0.0005509842680056085
2380,12,0.0005578342904019689
2381,1,0.00041747872222140637
2381,2,0.00043569738671867946
2381,3,0.0004465016087691553
2381,4,0.0002910239676503733
2381,5,0.0003590838505824048
2381,6,9.361015429935699e-05
2381,7,0.00010818644069337509
2381,8,0.0003016095256156264
2381,9,0.0003103363557604031
2381,10,0.00040390165977865583
2381,11,0.00036553625562239783
2381,12,0.00039171452009844135
2382,1,0.00023496289893868097
2382,2,0.00027315742897906847
2382,3,0.0002681281925433095
2382,4,0.0001645587651057067
2382,5,0.0002450852486636797
2382,6,6.213063338452898e-05
2382,7,0.00016727987468555475
2382,8,0.00022595496233411477
2382,9,0.0002392176075653107
2382,10,0.0002639731821399829
2382,11,0.0003087227026957495
2382,12,0.00030762920426579164
2383,1,5.874072473467024e-05
2383,2,9.707247476115656e-05
2383,3,0.0001079329588627729
2383,4,8.583741565117506e-05
2383,5,0.0001338654331824396
2383,6,0.0001549123792387589
2383,7,0.00013273294404397279
2383,8,0.00010490766108369614
2383,9,0.00012571495893071884
2383,10,0.00012707018509890296
2383,11,0.00011041124436688263
2383,12,6.972928630024611e-05
2384,1,0.0006692246853699931
2384,2,0.0007743222986762023
2384,3,0.0008725527621748377
2384,4,0.0004239754345121021
2384,5,0.0007917877024287518
2384,6,0.0009112492896397583
2384,7,0.0008200350378607086
2384,8,0.0006718125219398233
2384,9,0.0009259804689239806
2384,10,0.0009764738628731174
2384,11,0.0009325998310600765
2384,12,0.0010008203445447089
2385,1,0.0005853093643204642
2385,2,0.0005237398638276354
2385,3,0.0005464816127683554
2385,4,0.00046469918278654887
2385,5,0.00046615950290133994
2385,6,0.0004730212221675473
2385,7,0.0004891118075045025
2385,8,0.0005709397708978078
2385,9,0.0005797255534690863
2385,10,0.0006247617434029395
2385,11,0.0007246407882719676
2385,12,0.0007178014766201805
2386,8,0.00027538261034470236
2386,9,0.00037067953604714814
2386,10,0.0004144908418702311
2386,11,0.0003816155630544681
2386,12,0.00038761279737489746
2387,1,0.0005664284170843202
2387,2,0.0004989073702840837
2387,3,0.0004714966097689553
2387,4,0.00038261211573260487
2387,5,0.00048215054058973973
2387,6,0.0005724302355827936
2387,7,0.0005818430423845382
2387,8,0.000578000863470749
2387,9,0.0005617662736218408
2387,10,0.0005453428777161252
2387,11,0.0005413366835463663
2387,12,0.000512715340442986
2388,1,0.00021398406867629874
2388,2,0.0001670549565657113
2388,3,0.000239724782316264
2388,4,0.00028456170329890876
2388,5,0.0002651207347711668
2388,7,0.0002127363623718468
2388,8,0.0003853339089804993
2388,9,0.0003340426051587672
2388,10,0.00032145731349424855
2388,11,0.00028085190314682765
2388,12,0.00020098441345365052
2389,1,0.00010069838525943471
2389,2,9.932997417420671e-05
2389,3,0.0001590590972714548
2389,4,0.00014192246159492176
2389,5,0.00013791869506549274
2389,11,0.00010290756756524983
2389,12,9.433962264150943e-05
239,1,0.0016565748102818402
239,2,0.001483295552137555
239,3,0.0013062181069064909
239,4,0.0013416960848371493
239,5,0.0010905778952777746
239,6,0.00151455585019266
239,7,0.0014214963914161288
239,8,0.0012997648370327204
239,9,0.001272130247052128
239,10,0.0010672334920370848
239,11,0.001238894107248548
239,12,0.0012633567807920556
2390,1,2.3076713288620454e-05
2390,2,2.2574994130501526e-05
2390,3,4.317318354510916e-05
2390,4,6.594377003400405e-05
2390,5,8.806295056546666e-05
2390,10,1.2858292539769943e-05
2390,11,1.3935399774460914e-05
2390,12,4.101722723543889e-06
2391,1,4.195766052476446e-05
2391,2,5.643748532625382e-05
2391,3,4.999000199960008e-05
2391,4,6.164308937961248e-05
2391,5,5.171951064955978e-05
2391,10,3.55493970217169e-05
2391,11,7.074895270110925e-05
2391,12,0.0001066447908121411
2392,1,3.566401144604979e-05
2392,2,4.9664987087103357e-05
2392,3,5.339841122684554e-05
2392,4,0.00013260432017707336
2392,5,9.179048286453402e-05
2392,10,4.386946866509745e-05
2392,11,9.433193693481234e-05
2392,12,7.588187038556194e-05
2393,5,1.1648538434585535e-05
2393,10,2.4960214930141652e-05
2393,11,1.9295168918484344e-05
2393,12,1.2305168170631665e-05
2394,1,3.3566128419811565e-05
2394,2,1.580249589135107e-05
2394,3,1.476977331806366e-05
2394,4,4.300680654391569e-06
2394,11,2.4654938062507773e-05
2394,12,5.332239540607055e-05
2395,1,4.825130960347913e-05
2395,2,2.2574994130501526e-05
2395,3,1.931431895439094e-05
2395,4,4.587392698017673e-05
2395,5,6.662963984582926e-05
2395,10,3.176754627472574e-05
2395,11,4.287815315218743e-05
