code,office,borough,address,latitude,longitude,install_date,LCD,QR,type
3410,종로3가역 8번출구,종로구,묘동90-3,37.572037,126.991844,11/02/2020,,10,QR
3411,종묘,종로구,종로153-2,37.570702,126.994812,10/02/2020,,10,QR
3412,세운상가,종로구,종로160-1,37.570313,126.994545,11/02/2020,,15,QR
3413,종로플레이스,종로구,인의동28-1,37.5732,126.997963,04/02/2020,,15,QR
3414,종로5가역 4번출구,종로구,종로5가 73-2,37.571175,127.002228,11/02/2020,,10,QR
3415,동대문역6번출구,종로구,창신동487-5,,,26/02/2020,,15,QR
3416,동묘앞역 6번출구,종로구,창신동397-6,37.571533,127.015617,04/02/2020,,15,QR
3417,창신3동주민센터,종로구,창신동23-215,37.577724,127.015251,03/02/2020,,12,QR
3418,창신역2번 출구,종로구,창신동 1-105,37.579987,127.01506,03/02/2020,,10,QR
3419,국립어린이과학관,종로구,창경궁로215(와룡동2-70),37.581947,126.997368,10/02/2020,,15,QR
3420,성균관대입구사거리(맥도날드),종로구,창경궁로241,37.583275,126.998856,04/02/2020,,10,QR
3421,혜화역 1번출구,종로구,대학로144,37.583855,127.001854,04/02/2020,,10,QR
3422,성균관대 정문,종로구,성균관로31,37.584797,126.997131,04/02/2020,,20,QR
3423,현대그룹(본사),종로구,종로구 연지동 1-38,37.575836,127.000694,04/02/2020,,20,QR
3425,광화문 풍림스페이스본 1단지앞,종로구,사직로8길4,37.574848,126.968269,04/05/2020,,15,QR
3426,독립문역 2번출구 뒤,종로구,무악동11-11,37.575016,126.95755,11/02/2020,,10,QR
3427,인왕산 아이파크 정문,종로구,통일로16길8-3,37.576603,126.956749,13/02/2020,,13,QR
3428,서울미술관,종로구,자하문로231,37.595127,126.963493,13/02/2020,,10,QR
3429,AW컨벤션앞,종로구,자하문로255,37.59726,126.963089,13/02/2020,,15,QR
3430,구기치안센터 앞,종로구,비봉길12,37.60854,126.957138,13/02/2020,,10,QR
3431,로제우스 레포츠센터,종로구,진흥로466,37.607601,126.957687,13/02/2020,,10,QR
3432,종로2가 사거리,종로구,종로2가 56-17,37.569992,126.988342,10/02/2020,,15,QR
4702,"평창동 꽃여울(꽃집),스타벅스 앞",종로구,평창12길 3,,,21/07/2020,,5,QR
4710,자교교회 앞,종로구,자하문로 58,,,05/11/2020,,8,QR
4711,올림픽기념 국민생활관 로터리,종로구,종로구 혜화동 9-8,,,10/09/2020,,10,QR
