"","code","latitude","longitude","install_date","LCD","QR","type"
"2356",331,37.56638336,126.9872055,2020-07-28,NA,10,"QR"
"2357",332,37.56599045,126.987793,2015-10-07,5,NA,"LCD"
"2358",334,37.5705986,126.9917908,2015-10-07,10,NA,"LCD"
"2359",335,37.57019806,126.9912567,2015-10-07,10,NA,"LCD"
"2360",336,37.56261826,126.992836,2015-10-07,10,NA,"LCD"
"2361",337,37.57897949,126.9964752,2015-10-07,5,NA,"LCD"
"2362",338,37.57095718,126.9971237,2015-10-07,18,NA,"LCD"
"2363",339,37.57106781,126.9981918,2015-10-07,10,NA,"LCD"
"2364",340,37.58562851,127.000679,2015-10-07,8,NA,"LCD"
"2365",341,37.58156967,127.0017853,2015-10-07,10,NA,"LCD"
"2366",342,37.57978439,127.002533,2015-10-07,15,NA,"LCD"
"2367",343,37.57543182,127.004982,2021-01-08,NA,6,"QR"
"2368",344,37.57403564,127.0067215,2015-10-07,10,NA,"LCD"
"2369",345,37.57330704,127.0007095,2015-10-07,15,NA,"LCD"
"2370",346,37.56918335,127.0098801,2015-10-07,10,NA,"LCD"
"2371",347,37.56533051,127.007843,2015-10-07,18,NA,"LCD"
"2372",348,37.57202911,126.9607849,2016-06-01,14,NA,"LCD"
"2373",349,37.57633209,126.9685898,2016-06-01,7,NA,"LCD"
"2374",351,37.58507919,126.9706192,2016-06-01,8,NA,"LCD"
"2375",352,37.58341599,126.9852371,2016-06-01,15,NA,"LCD"
"2376",353,37.57938766,126.9849472,2016-06-01,8,NA,"LCD"
"2377",354,37.57915497,126.9889603,2016-06-01,10,NA,"LCD"
"2378",355,37.57650757,127.0024567,2016-06-01,15,NA,"LCD"
"2379",356,37.57714462,127.0020599,2016-06-01,15,NA,"LCD"
"2380",358,37.58250046,126.9985352,2016-06-01,13,NA,"LCD"
"2381",359,37.57606125,126.9976807,2016-06-01,8,NA,"LCD"
"2382",361,37.57324219,127.0159073,2016-06-01,10,NA,"LCD"
"2383",362,37.57222366,127.0227051,2016-06-01,10,NA,"LCD"
"2384",363,37.57575989,127.0228348,2016-06-01,10,NA,"LCD"
"2385",364,37.57933426,127.0150833,2016-06-01,8,NA,"LCD"
"2386",367,37.57384872,126.9586945,2016-06-01,8,NA,"LCD"
"2387",368,37.5692482,126.9805374,2016-06-01,12,NA,"LCD"
"2388",369,37.57549286,126.9785004,2016-06-01,12,NA,"LCD"
"2389",370,37.56322861,126.9748383,2021-05-31,NA,24,"QR"
"2390",371,37.55887222,127.0055389,2016-06-15,10,NA,"LCD"
"2391",372,37.55429459,127.0112,2016-06-15,10,NA,"LCD"
"2392",374,37.5604744,127.0140762,2016-06-15,10,NA,"LCD"
"2393",375,37.56371689,127.018425,2016-06-15,8,NA,"LCD"
"2394",378,37.56980515,127.0169525,2016-06-15,10,NA,"LCD"
"2395",379,37.55599976,126.9733582,2016-06-15,7,NA,"LCD"
"2396",380,37.56386566,127.0027466,2016-06-15,8,NA,"LCD"
"2397",381,37.55853271,127.0069885,2016-06-15,10,NA,"LCD"
"2398",382,37.55519867,127.0100479,2016-06-15,7,NA,"LCD"
"2399",383,37.5658493,127.0164032,2016-06-15,17,NA,"LCD"
"2400",384,37.55978012,126.9685059,2016-06-15,10,NA,"LCD"
"2401",385,37.56983566,126.9826584,2016-07-06,10,NA,"LCD"
"2402",387,37.56699371,127.0034638,2016-07-06,10,NA,"LCD"
"2403",388,37.58573532,127.0016098,2016-09-02,10,NA,"LCD"
"2404",389,37.5667305,126.9966049,2017-08-03,10,NA,"LCD"
"2405",390,37.56138992,126.9953537,2017-08-03,10,NA,"LCD"
"2406",391,37.56543732,126.9733048,2021-05-31,NA,8,"QR"
"2407",393,37.57014084,127.0093765,2018-01-26,10,NA,"LCD"
"2408",394,37.56748962,126.9659195,2020-10-06,NA,15,"QR"
"2409",395,37.56885529,126.9645615,2018-01-26,8,NA,"LCD"
"2410",397,37.57048035,126.9966354,2018-04-30,13,NA,"LCD"
"2411",398,37.56655884,126.9924393,2018-10-26,8,NA,"LCD"
"2412",399,37.55410767,126.9654083,2018-10-12,15,NA,"LCD"
"2413",400,37.58752441,126.8830032,2015-10-07,15,NA,"LCD"
"2414",401,37.58618927,126.8816147,2015-10-07,15,NA,"LCD"
"2415",402,37.58285522,126.8798218,2015-10-07,20,NA,"LCD"
"2416",403,37.58559036,126.8847275,2015-10-07,20,NA,"LCD"
"2417",405,37.58265686,126.885788,2015-10-07,8,NA,"LCD"
"2418",406,37.58131409,126.8805847,2015-10-07,15,NA,"LCD"
"2419",407,37.58063126,126.8836746,2015-10-07,8,NA,"LCD"
"2420",408,37.58081055,126.8866501,2015-10-07,20,NA,"LCD"
"2421",409,37.57939911,126.8891602,2015-10-07,25,NA,"LCD"
"2422",410,37.57749557,126.8877716,2015-10-07,10,NA,"LCD"
"2423",411,37.5779953,126.8914719,2015-10-07,9,NA,"LCD"
"2424",412,37.57580185,126.8907394,2015-10-07,20,NA,"LCD"
"2425",413,37.57147598,126.8896866,2015-10-07,9,NA,"LCD"
"2426",414,37.57822037,126.8944702,2015-10-07,8,NA,"LCD"
"2427",415,37.57746887,126.8973618,2015-10-07,10,NA,"LCD"
"2428",416,37.57566452,126.8944473,2015-10-07,12,NA,"LCD"
"2429",417,37.57506943,126.8999176,2015-10-07,20,NA,"LCD"
"2430",418,37.57072067,126.8989792,2015-10-07,10,NA,"LCD"
"2431",419,37.56842041,126.8994293,2015-10-07,21,NA,"LCD"
"2432",420,37.56624603,126.8961792,2015-10-07,40,NA,"LCD"
"2433",421,37.56574631,126.9018631,2021-03-20,NA,8,"QR"
"2434",422,37.56908417,126.8944244,2021-05-03,NA,9,"QR"
"2435",424,37.57361984,126.8980484,2017-11-01,15,NA,"LCD"
"2436",425,37.58450317,126.8855972,2017-11-01,10,NA,"LCD"
"2437",426,37.54906082,126.9541779,2018-07-04,10,NA,"LCD"
"2438",427,37.56958389,126.9038162,2018-02-26,10,NA,"LCD"
"2439",428,37.56439972,126.9914322,2018-10-22,10,NA,"LCD"
"2440",429,37.54988861,127.0073471,2018-10-22,8,NA,"LCD"
"2441",430,37.56217194,127.0062637,2018-11-02,8,NA,"LCD"
"2442",431,37.57089996,127.0195236,2020-09-24,NA,15,"QR"
"2443",432,37.56333923,126.9082031,2018-10-12,10,NA,"LCD"
"2444",433,37.56634521,126.9822922,2018-12-14,10,NA,"LCD"
"2445",434,37.56148911,127.0239334,2018-12-06,10,NA,"LCD"
"2446",435,37.55686188,126.9756165,2018-12-06,10,NA,"LCD"
"2447",436,37.55659103,126.9461899,2018-11-21,10,NA,"LCD"
"2448",437,37.54846954,126.9409256,2018-12-04,12,NA,"LCD"
"2449",438,37.56472015,126.9067688,2018-11-22,15,NA,"LCD"
"2450",439,37.53575134,126.9440384,2018-12-06,10,NA,"LCD"
"2451",440,37.57012177,126.8813477,2019-08-02,15,NA,"LCD"
"2452",441,37.55989075,126.9714966,2020-01-31,NA,15,"QR"
"2453",442,37.55641556,126.9691925,2020-02-03,NA,20,"QR"
"2454",443,37.5621109,126.9707184,2020-01-31,NA,9,"QR"
"2455",445,37.56015396,126.9741058,2020-01-31,NA,10,"QR"
"2456",446,37.60012817,126.9578323,2017-08-01,10,NA,"LCD"
"2457",447,37.60399246,126.9619446,2020-10-29,NA,6,"QR"
"2458",449,37.60871887,126.9728622,2017-08-01,10,NA,"LCD"
"2459",450,37.58360291,126.9725494,2017-09-07,20,NA,"LCD"
"2460",451,37.58351517,126.9796677,2017-09-07,13,NA,"LCD"
"2461",452,37.57123947,127.0044098,2018-10-23,13,NA,"LCD"
"2462",453,37.57114029,127.0006714,2018-08-31,10,NA,"LCD"
"2463",454,37.57035828,126.9863815,2018-08-31,13,NA,"LCD"
"2464",455,37.570961,127.0060577,2018-08-30,8,NA,"LCD"
"2465",456,37.57447052,127.0198288,2018-08-30,10,NA,"LCD"
"2466",457,37.57131958,127.0072098,2018-08-30,10,NA,"LCD"
"2467",458,37.56993866,126.9775391,2018-08-31,21,NA,"LCD"
"2468",461,37.57436371,126.9723663,2018-10-29,10,NA,"LCD"
"2469",462,37.60351181,126.9620667,2019-06-20,15,NA,"LCD"
"2470",464,37.58419037,126.9816971,2019-08-16,10,NA,"LCD"
"2471",465,37.58760452,126.9835968,2019-11-20,5,NA,"LCD"
"2472",466,37.56584167,126.9798126,2020-02-28,NA,20,"QR"
"2473",467,37.5622139,126.9808655,2020-01-31,NA,16,"QR"
"2474",468,37.56415939,126.9794846,2020-01-31,NA,10,"QR"
"2475",469,37.5592308,126.9801407,2020-01-31,NA,16,"QR"
"2476",470,37.55974579,126.9800034,2020-01-31,NA,20,"QR"
"2477",471,37.56035995,126.9826508,2020-01-31,NA,10,"QR"
"2478",472,37.56787109,126.9889832,2020-01-30,NA,12,"QR"
"2479",473,37.56605148,126.9979858,2020-03-01,NA,20,"QR"
"2480",474,37.56629944,127.0084915,2020-01-29,NA,30,"QR"
"2481",475,37.56764984,127.0118103,2020-01-29,NA,16,"QR"
"2482",476,37.56443024,127.0099564,2020-01-29,NA,10,"QR"
"2483",477,37.55928802,127.0026856,2020-01-30,NA,10,"QR"
"2484",479,37.55937576,127.0060272,2020-01-30,NA,13,"QR"
"2485",480,37.55432129,127.010704,2020-01-30,NA,8,"QR"
"2486",481,37.56703186,127.0157929,2020-01-29,NA,16,"QR"
"2487",482,37.55994034,127.0184784,2020-01-29,NA,10,"QR"
"2488",483,37.54758453,127.0064392,2020-01-29,NA,16,"QR"
"2489",484,37.55614853,126.9774246,2020-02-13,NA,20,"QR"
"2490",485,37.55677032,126.9731979,2020-02-03,NA,10,"QR"
"2491",486,37.60627365,126.9683228,2020-03-11,5,NA,"LCD"
"2492",487,37.54364014,126.9383087,2020-04-03,NA,26,"QR"
"2493",488,37.58456802,126.8802109,2020-04-06,NA,10,"QR"
"2494",489,37.58320236,126.8827667,2020-04-06,NA,10,"QR"
"2495",490,37.58207703,126.8876648,2020-04-06,NA,10,"QR"
"2496",491,37.57597733,126.8880692,2020-04-06,NA,10,"QR"
"2497",492,37.57313538,126.9018478,2020-06-03,NA,10,"QR"
"2498",493,37.55657578,126.9288559,2020-04-12,NA,7,"QR"
"2499",494,37.54724503,126.9350281,2020-09-16,NA,5,"QR"
"2500",495,37.54243088,126.9469986,2020-03-26,NA,10,"QR"
"2501",497,37.551754,126.9123001,2020-04-06,NA,20,"QR"
"2502",498,37.56465149,126.9221268,2020-04-08,NA,10,"QR"
"2503",500,37.54706955,127.0742722,2015-10-07,10,NA,"LCD"
"2504",501,37.53730774,127.0703507,2015-10-07,30,NA,"LCD"
"2505",502,37.53186035,127.0671921,2015-10-07,27,NA,"LCD"
"2506",505,37.53701019,127.0822449,2015-10-07,10,NA,"LCD"
"2507",506,37.54906082,127.0577927,2015-10-07,7,NA,"LCD"
"2508",507,37.54820251,127.0571137,2015-10-07,7,NA,"LCD"
"2509",508,37.54516602,127.0575104,2015-10-07,10,NA,"LCD"
"2510",509,37.53965378,127.0525894,2015-10-07,20,NA,"LCD"
"2511",510,37.54122162,127.0438004,2015-10-07,10,NA,"LCD"
"2512",511,37.54458237,127.0446091,2015-10-07,16,NA,"LCD"
"2513",512,37.5485611,127.0450058,2021-04-05,NA,15,"QR"
"2514",513,37.54630661,127.0498047,2015-10-07,13,NA,"LCD"
"2515",514,37.54257965,127.0633087,2015-10-07,7,NA,"LCD"
"2516",515,37.53023529,127.0868301,2015-10-07,10,NA,"LCD"
"2517",516,37.54840469,127.0693665,2015-10-07,10,NA,"LCD"
"2518",518,37.57152557,127.0353546,2016-06-29,20,NA,"LCD"
"2519",519,37.56699371,127.0299149,2016-06-29,20,NA,"LCD"
"2520",520,37.56385803,127.0303192,2016-06-29,10,NA,"LCD"
"2521",521,37.56144714,127.0349197,2016-06-29,14,NA,"LCD"
"2522",522,37.5486412,127.0164261,2016-06-29,9,NA,"LCD"
"2523",523,37.54366302,127.014061,2016-06-29,11,NA,"LCD"
"2524",524,37.55220032,127.0250549,2016-06-29,10,NA,"LCD"
"2525",525,37.55805206,127.0403519,2016-06-29,20,NA,"LCD"
"2526",526,37.56351089,127.0567246,2016-06-29,10,NA,"LCD"
"2527",529,37.56137085,127.0636597,2016-06-29,15,NA,"LCD"
"2528",530,37.56874847,127.0304031,2016-06-29,9,NA,"LCD"
"2529",533,37.54814911,127.0210877,2016-06-29,7,NA,"LCD"
"2530",534,37.54863358,127.0257263,2016-06-29,20,NA,"LCD"
"2531",535,37.5539856,127.0335922,2016-06-29,16,NA,"LCD"
"2532",536,37.55735016,127.029213,2016-06-29,8,NA,"LCD"
"2533",537,37.56035614,127.0413971,2016-06-29,10,NA,"LCD"
"2534",538,37.56764984,127.0511551,2016-06-29,15,NA,"LCD"
"2535",539,37.55979538,127.0742035,2021-03-25,NA,10,"QR"
"2536",540,37.55603027,127.0786438,2016-06-29,8,NA,"LCD"
"2537",542,37.53546524,127.0944824,2016-06-29,19,NA,"LCD"
"2538",543,37.53596878,127.0946732,2020-09-02,NA,20,"QR"
"2539",544,37.54072952,127.1029053,2016-06-29,20,NA,"LCD"
"2540",546,37.53247833,127.0850906,2016-06-29,8,NA,"LCD"
"2541",548,37.5297699,127.0748596,2016-06-29,20,NA,"LCD"
"2542",549,37.55122375,127.0897064,2016-06-29,10,NA,"LCD"
"2543",550,37.57164001,127.0356598,2021-01-25,NA,15,"QR"
"2544",551,37.54006195,127.0944977,2016-07-06,10,NA,"LCD"
"2545",552,37.53657913,127.0929718,2016-07-06,10,NA,"LCD"
"2546",553,37.57125473,127.0798035,2016-07-06,19,NA,"LCD"
"2547",555,37.53784943,127.0921707,2016-07-06,9,NA,"LCD"
"2548",556,37.54205322,127.020401,2016-07-06,20,NA,"LCD"
"2549",557,37.56764221,127.0256958,2016-07-06,10,NA,"LCD"
"2550",558,37.56460571,127.0365219,2016-07-06,20,NA,"LCD"
"2551",559,37.56109619,127.0367966,2016-07-06,10,NA,"LCD"
"2552",560,37.55120468,127.0689316,2016-07-06,8,NA,"LCD"
"2553",561,37.54281616,127.0446701,2016-07-06,10,NA,"LCD"
"2554",562,37.55924606,127.07341,2016-07-06,10,NA,"LCD"
"2555",563,37.5479126,127.0627518,2016-07-06,10,NA,"LCD"
"2556",564,37.54792786,127.0155716,2016-07-06,15,NA,"LCD"
"2557",565,37.54136658,127.0177612,2016-07-06,15,NA,"LCD"
"2558",567,37.54459,127.0570831,2016-07-06,15,NA,"LCD"
"2559",568,37.57110214,127.0235596,2016-07-06,10,NA,"LCD"
"2560",569,37.54958344,127.0302429,2016-07-06,10,NA,"LCD"
"2561",571,37.54849625,127.0747604,2016-07-06,20,NA,"LCD"
"2562",572,37.5653801,127.0865097,2016-07-06,20,NA,"LCD"
"2563",573,37.54523087,127.0847321,2016-07-06,10,NA,"LCD"
"2564",574,37.55184937,127.0889816,2016-07-06,40,NA,"LCD"
"2565",575,37.56429291,127.086937,2016-07-06,10,NA,"LCD"
"2566",576,37.54483032,127.1042633,2016-07-06,10,NA,"LCD"
"2567",577,37.54654694,127.1061325,2016-07-06,10,NA,"LCD"
"2568",578,37.54828644,127.062088,2016-07-06,8,NA,"LCD"
"2569",579,37.56520462,127.0418472,2016-07-06,8,NA,"LCD"
"2570",581,37.56101227,127.0542374,2016-07-06,10,NA,"LCD"
"2571",582,37.54317856,127.0490799,2016-07-06,10,NA,"LCD"
"2572",583,37.56797028,127.0468903,2016-07-06,20,5,"LCD"
"2573",584,37.54782867,127.0726318,2016-09-02,20,NA,"LCD"
"2574",585,37.53680801,127.0554886,2016-09-02,9,NA,"LCD"
"2575",586,37.56594086,127.0453949,2016-09-02,10,NA,"LCD"
"2576",587,37.54541779,127.0526428,2016-09-20,10,NA,"LCD"
"2577",588,37.53268814,127.0674973,2016-12-09,NA,20,"QR"
"2578",589,37.54415894,127.0566559,2017-04-19,8,NA,"LCD"
"2579",590,37.53989029,127.0733643,2017-08-30,20,NA,"LCD"
"2580",591,37.54277802,127.0753708,2017-08-30,5,NA,"LCD"
"2581",592,37.54191208,127.0776367,2017-08-30,30,NA,"LCD"
"2582",593,37.52858734,127.0778732,2020-09-24,NA,5,"QR"
"2583",594,37.55836487,127.0569077,2017-08-28,15,NA,"LCD"
"2584",600,37.58991241,127.0686798,2016-06-29,13,NA,"LCD"
"2585",601,37.57594681,127.0373612,2016-06-29,10,NA,"LCD"
"2586",602,37.57217407,127.0713882,2016-06-29,10,NA,"LCD"
"2587",604,37.56965637,127.0559616,2016-06-29,15,NA,"LCD"
"2588",605,37.57419968,127.0264969,2016-06-29,8,NA,"LCD"
"2589",606,37.58462524,127.0702896,2016-06-29,14,NA,"LCD"
"2590",607,37.60271072,127.0678635,2016-06-29,10,NA,"LCD"
"2591",608,37.58131027,127.0553436,2016-06-29,10,NA,"LCD"
"2592",609,37.58774567,127.037384,2016-06-29,20,NA,"LCD"
"2593",610,37.57308578,127.0521622,2016-06-29,10,NA,"LCD"
"2594",612,37.57366562,127.0308151,2016-06-29,20,NA,"LCD"
"2595",613,37.57527161,127.023468,2016-06-29,10,NA,"LCD"
"2596",614,37.57768631,127.0310135,2016-06-29,20,NA,"LCD"
"2597",615,37.57638168,127.0351105,2016-06-29,20,NA,"LCD"
"2598",616,37.58256149,127.0543671,2016-06-29,20,NA,"LCD"
"2599",617,37.57420349,127.0576935,2016-06-29,20,NA,"LCD"
"2600",621,37.57471848,127.0533905,2016-07-06,13,NA,"LCD"
"2601",622,37.57779312,127.0578308,2016-07-06,15,NA,"LCD"
"2602",623,37.58369827,127.0538559,2016-07-06,20,NA,"LCD"
"2603",624,37.57418823,127.0458908,2016-07-06,10,NA,"LCD"
"2604",625,37.56819153,127.0571747,2016-07-06,14,NA,"LCD"
"2605",626,37.56115341,127.0709686,2016-07-06,10,NA,"LCD"
"2606",627,37.57863235,127.071907,2016-07-06,10,NA,"LCD"
"2607",628,37.58681488,127.067543,2016-07-06,15,NA,"LCD"
"2608",630,37.57485199,127.0403061,2016-07-06,15,NA,"LCD"
"2609",631,37.5681839,127.0512772,2016-07-06,15,NA,"LCD"
"2610",633,37.58040619,127.0448227,2016-07-06,8,NA,"LCD"
"2611",634,37.59601974,127.0598297,2016-07-06,20,NA,"LCD"
"2612",635,37.58751678,127.0527725,2016-07-06,12,NA,"LCD"
"2613",636,37.59090042,127.0425873,2016-07-06,9,NA,"LCD"
"2614",637,37.59161377,127.0457916,2016-07-06,10,NA,"LCD"
"2615",638,37.58300781,127.0609741,2016-07-06,20,NA,"LCD"
"2616",639,37.58519745,127.0609512,2016-07-06,14,NA,"LCD"
"2617",640,37.58245468,127.0444946,2016-07-06,6,NA,"LCD"
"2618",641,37.57375336,127.0385361,2016-07-06,10,NA,"LCD"
"2619",642,37.5701561,127.048584,2020-06-18,NA,9,"QR"
"2620",643,37.56697083,127.0744171,2016-07-06,10,NA,"LCD"
"2621",646,37.56186676,127.0643768,2017-11-28,10,NA,"LCD"
"2622",647,37.60279846,127.0672684,2017-11-28,10,NA,"LCD"
"2623",648,37.56669998,127.0624237,2017-11-28,15,NA,"LCD"
"2624",650,37.59153366,127.0677414,2017-11-28,20,NA,"LCD"
"2625",652,37.57653046,127.0659409,2018-11-04,20,NA,"LCD"
"2626",654,37.57762146,127.0521088,2017-11-28,10,NA,"LCD"
"2627",656,37.58723831,127.0431366,2018-10-22,10,NA,"LCD"
"2628",657,37.57551956,127.0487747,2018-10-22,13,NA,"LCD"
"2629",658,37.57294846,127.0661469,2018-10-22,10,NA,"LCD"
"2630",659,37.57835007,127.0333862,2018-10-22,15,NA,"LCD"
"2631",660,37.57799911,127.0376282,2018-10-22,10,NA,"LCD"
"2632",661,37.59460068,127.0519638,2018-08-30,10,NA,"LCD"
"2633",663,37.59489059,127.0630264,2018-12-14,10,NA,"LCD"
"2634",664,37.58412933,127.0579376,2019-11-20,10,NA,"LCD"
"2635",665,37.59960556,127.0686417,2020-04-19,NA,11,"QR"
"2636",666,37.60362244,127.0708313,2020-04-21,NA,20,"QR"
"2637",667,37.58659363,127.0469971,2020-04-19,NA,7,"QR"
"2638",668,37.56799698,127.068779,2020-04-22,NA,10,"QR"
"2639",669,37.57214737,127.0446091,2020-04-19,NA,10,"QR"
"2640",670,37.58968735,127.061409,2020-04-22,NA,9,"QR"
"2641",671,37.57734299,127.0233765,2020-03-27,NA,10,"QR"
"2642",672,37.57859039,127.0238495,2020-03-27,NA,17,"QR"
"2643",673,37.58407974,127.0310364,2020-03-28,NA,10,"QR"
"2644",674,37.58655167,127.0331421,2020-03-30,NA,15,"QR"
"2645",675,37.5720253,127.0770035,2020-04-16,NA,10,"QR"
"2646",676,37.58143234,127.0354767,2020-03-28,NA,9,"QR"
"2647",677,37.5801506,127.0457993,2020-04-19,NA,20,"QR"
"2648",678,37.57655716,127.0743103,2020-04-26,NA,15,"QR"
"2649",679,37.57787704,127.0616837,2020-04-16,NA,10,"QR"
"2650",680,37.59238434,127.0574112,2020-04-19,NA,15,"QR"
"2651",681,37.5798378,127.0563736,2020-04-19,NA,15,"QR"
"2652",700,37.5468483,126.8727722,2016-06-29,20,NA,"LCD"
"2653",701,37.53280258,126.8639298,2016-06-29,8,NA,"LCD"
"2654",702,37.53254318,126.8687286,2016-06-29,16,NA,"LCD"
"2655",703,37.52362823,126.8752441,2016-06-29,12,NA,"LCD"
"2656",704,37.52325439,126.8649063,2016-06-29,15,NA,"LCD"
"2657",706,37.5218811,126.8517532,2016-06-29,15,NA,"LCD"
"2658",707,37.51515579,126.8548966,2016-06-29,10,NA,"LCD"
"2659",708,37.51897049,126.8699646,2016-06-29,16,NA,"LCD"
"2660",709,37.51158524,126.8415604,2016-06-29,20,NA,"LCD"
"2661",710,37.50971222,126.8441696,2020-09-14,NA,10,"QR"
"2662",711,37.51705933,126.8484879,2016-06-29,20,NA,"LCD"
"2663",712,37.51699829,126.8383179,2016-06-29,14,NA,"LCD"
"2664",713,37.53304672,126.8299561,2016-06-29,20,NA,"LCD"
"2665",714,37.532547,126.8308029,2016-06-29,10,NA,"LCD"
"2666",716,37.51728058,126.8643341,2016-07-06,15,NA,"LCD"
"2667",719,37.5303688,126.8642578,2016-07-06,10,NA,"LCD"
"2668",720,37.5161972,126.8348999,2016-07-06,10,NA,"LCD"
"2669",722,37.52151108,126.8573837,2017-11-01,10,NA,"LCD"
"2670",723,37.52916336,126.8727493,2017-11-01,15,NA,"LCD"
"2671",724,37.51068115,126.857399,2017-11-01,15,NA,"LCD"
"2672",725,37.52433395,126.8505478,2017-11-01,15,NA,"LCD"
"2673",726,37.5343895,126.8695984,2017-11-01,15,NA,"LCD"
"2674",729,37.51037979,126.8667984,2017-11-01,10,NA,"LCD"
"2675",731,37.5298996,126.8765411,2017-11-01,10,NA,"LCD"
"2676",732,37.53955078,126.8283005,2017-11-01,10,NA,"LCD"
"2677",733,37.51409912,126.8310013,2017-11-01,10,NA,"LCD"
"2678",734,37.51395035,126.8560562,2017-11-01,10,NA,"LCD"
"2679",735,37.53637695,126.8715134,2017-11-01,10,NA,"LCD"
"2680",736,37.52219009,126.8367004,2017-11-01,10,NA,"LCD"
"2681",737,37.52256012,126.8494797,2017-11-01,10,NA,"LCD"
"2682",739,37.53620148,126.8277969,2017-11-01,15,NA,"LCD"
"2683",740,37.53636932,126.8317108,2017-11-01,10,NA,"LCD"
"2684",741,37.53952026,126.8254013,2017-11-01,10,NA,"LCD"
"2685",742,37.55073166,126.8645783,2017-11-01,10,NA,"LCD"
"2686",743,37.50889969,126.8426819,2017-11-01,10,NA,"LCD"
"2687",744,37.54384232,126.8825455,2020-10-28,NA,10,"QR"
"2688",745,37.52228165,126.8396988,2017-11-01,10,NA,"LCD"
"2689",746,37.53650284,126.8777466,2017-11-01,10,NA,"LCD"
"2690",747,37.53458023,126.8756485,2017-11-01,10,NA,"LCD"
"2691",748,37.53025055,126.879303,2017-11-01,15,NA,"LCD"
"2692",749,37.53722763,126.8866119,2018-07-04,10,NA,"LCD"
"2693",750,37.51215744,126.8356247,2018-02-26,10,NA,"LCD"
"2694",752,37.54218292,126.8633041,2018-02-26,10,NA,"LCD"
"2695",754,37.54114151,126.8766785,2018-09-27,10,NA,"LCD"
"2696",755,37.5378685,126.8814087,2018-09-27,10,NA,"LCD"
"2697",756,37.52667999,126.8761673,2018-09-27,10,NA,"LCD"
"2698",757,37.51427841,126.828743,2018-09-27,10,NA,"LCD"
"2699",758,37.51472092,126.8591995,2018-09-27,10,NA,"LCD"
"2700",759,37.52407074,126.8386002,2018-09-20,9,NA,"LCD"
"2701",760,37.50682068,126.8442993,2018-10-15,10,NA,"LCD"
"2702",762,37.52474213,126.8776627,2018-09-27,10,NA,"LCD"
"2703",763,37.51065826,126.8591614,2018-11-05,10,NA,"LCD"
"2704",764,37.53102875,126.8758926,2018-10-26,30,NA,"LCD"
"2705",765,37.52477646,126.8754807,2019-01-02,10,NA,"LCD"
"2706",766,37.54394913,126.883461,2019-03-12,15,NA,"LCD"
"2707",767,37.50574493,126.8363113,2020-03-11,NA,10,"QR"
"2708",768,37.53566742,126.8815842,2020-03-12,NA,15,"QR"
"2709",769,37.52785492,126.8746719,2020-03-15,NA,20,"QR"
"2710",770,37.52571487,126.8648682,2020-03-13,NA,10,"QR"
"2711",771,37.52820587,126.870163,2020-03-13,NA,8,"QR"
"2712",773,37.54670715,126.8745728,2020-03-16,NA,10,"QR"
"2713",774,37.54950714,126.867218,2020-03-16,NA,11,"QR"
"2714",775,37.53837585,126.8638306,2020-03-16,NA,10,"QR"
"2715",776,37.53874207,126.8856812,2020-03-13,NA,15,"QR"
"2716",777,37.53012848,126.8347778,2020-03-11,NA,10,"QR"
"2717",779,37.51854324,126.8538818,2020-03-09,NA,10,"QR"
"2718",780,37.5173378,126.8776474,2020-03-11,NA,15,"QR"
"2719",781,37.51759338,126.8765564,2020-03-11,NA,10,"QR"
"2720",782,37.51167297,126.8327408,2020-03-15,NA,20,"QR"
"2721",785,37.51732635,126.8663025,2020-03-15,NA,15,"QR"
"2722",786,37.52007294,126.8683014,2020-03-18,NA,9,"QR"
"2723",787,37.50790405,126.862648,2020-03-09,NA,10,"QR"
"2724",788,37.51237869,126.8655548,2020-03-06,NA,15,"QR"
"2725",790,37.52760696,126.8487549,2020-03-11,NA,40,"QR"
"2726",791,37.52490616,126.8697891,2020-03-13,NA,15,"QR"
"2727",792,37.52537155,126.8709259,2020-03-13,NA,20,"QR"
"2728",793,37.53302002,126.8778992,2020-03-12,NA,15,"QR"
"2729",794,37.51684189,126.8629532,2020-04-20,NA,10,"QR"
"2730",795,37.51584244,126.8641129,2020-04-20,NA,10,"QR"
"2731",796,37.5146637,126.8719406,2020-04-20,NA,10,"QR"
"2732",797,37.51515579,126.8724899,2020-04-20,NA,10,"QR"
"2733",800,37.53243256,126.9547424,2016-06-29,15,NA,"LCD"
"2734",802,37.54115295,127.0022125,2016-06-29,10,NA,"LCD"
"2735",803,37.53813934,127.004097,2016-06-29,10,NA,"LCD"
"2736",805,37.53675842,126.9700012,2016-06-29,9,NA,"LCD"
"2737",806,37.5330658,126.9607315,2016-06-29,20,NA,"LCD"
"2738",807,37.55227661,126.9726868,2016-06-29,10,NA,"LCD"
"2739",808,37.520504,126.9897385,2016-06-29,10,NA,"LCD"
"2740",809,37.53016663,127.0074387,2016-06-29,10,NA,"LCD"
"2741",810,37.53841019,126.9866486,2016-06-29,10,NA,"LCD"
"2742",811,37.53507996,126.9853821,2016-06-29,20,NA,"LCD"
"2743",812,37.53483963,126.9776611,2016-06-29,20,NA,"LCD"
"2744",813,37.53351212,126.9722748,2016-06-29,20,NA,"LCD"
"2745",815,37.51850891,126.9787979,2016-06-29,20,NA,"LCD"
"2746",816,37.53014755,126.968483,2016-07-06,15,NA,"LCD"
